Processes: 657 total, 2 running, 655 sleeping, 2330 threads 
2023/06/10 02:44:39
Load Avg: 1.84, 1.65, 1.65 
CPU usage: 3.36% user, 7.43% sys, 89.20% idle 
SharedLibs: 933M resident, 133M data, 79M linkedit.
MemRegions: 267631 total, 8214M resident, 389M private, 3231M shared.
PhysMem: 32G used (3430M wired, 578M compressor), 288M unused.
VM: 32T vsize, 3409M framework vsize, 14784(0) swapins, 16256(0) swapouts.
Networks: packets: 0/0B in, 0/0B out.
Disks: 0/0B read, 0/0B written.

PID    COMMAND          %CPU TIME     #TH    #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW     MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS IDLEW POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
6475   MTLCompilerServi 0.0  00:03.51 0      0   0      0B     0B     0B     6475  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
6373   avatarsd         0.0  00:01.34 0      0   0      0B     0B     0B     6373  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
6232   UserNotification 0.0  00:01.72 0      0   0      0B     0B     0B     6232  1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
6055   PlugInLibrarySer 0.0  00:00.00 0      0   0      0B     0B     0B     6055  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
6051   PlugInLibrarySer 0.0  00:00.00 0      0   0      0B     0B     0B     6051  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
6044   MTLCompilerServi 0.0  00:00.09 0      0   0      0B     0B     0B     6044  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
6043   com.apple.WebKit 0.0  00:08.39 0      0   0      0B     0B     0B     6043  1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
5829   ssh-agent        0.0  00:00.04 0      0   0      0B     0B     0B     5829  1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
5746   Code Helper      0.0  00:14.56 0      0   0      0B     0B     0B     5741  5741  sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
5745   VTDecoderXPCServ 0.0  00:00.12 0      0   0      0B     0B     0B     5745  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
5743   chrome_crashpad_ 0.0  00:00.56 0      0   0      0B     0B     0B     5742  1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
5668   DiskUnmountWatch 0.0  00:00.03 0      0   0      0B     0B     0B     5668  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
5187   CoreSpotlightSer 0.0  00:04.87 0      0   0      0B     0B     0B     5187  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
5105   PlugInLibrarySer 0.0  00:00.01 0      0   0      0B     0B     0B     5105  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
5096   misagent         0.0  00:00.01 0      0   0      0B     0B     0B     5096  1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
4907   PlugInLibrarySer 0.0  00:00.00 0      0   0      0B     0B     0B     4907  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
4899   MTLCompilerServi 0.0  00:00.06 0      0   0      0B     0B     0B     4899  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
4887   PlugInLibrarySer 0.0  00:00.00 0      0   0      0B     0B     0B     4887  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
4880   storeuid         0.0  00:00.90 0      0   0      0B     0B     0B     4880  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
4868   LinkedNotesUISer 0.0  00:01.23 0      0   0      0B     0B     0B     4868  1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
4867   VTDecoderXPCServ 0.0  28:42.85 0      0   0      0B     0B     0B     4867  1     sleeping  0[0]       0.00000 0.00000    262 0        0       0         0         0         0         0          0       0     0.0   0         0          _cmiodalassistants N/A    N/A   N/A   N/A   N/A   N/A  
4859   VDCAssistant     0.0  00:00.16 0      0   0      0B     0B     0B     4859  1     sleeping *0[0]       0.00000 0.00000    262 0        0       0         0         0         0         0          0       0     0.0   0         0          _cmiodalassistants N/A    N/A   N/A   N/A   N/A   N/A  
4853   nbstated         0.0  00:00.07 0      0   0      0B     0B     0B     4853  1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
4852   nbagent          0.0  00:02.05 0      0   0      0B     0B     0B     4852  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
4706   CallHistorySyncH 0.0  00:04.96 0      0   0      0B     0B     0B     4706  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
4566   AuthenticationSe 0.0  00:00.11 0      0   0      0B     0B     0B     4566  1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
4483   microstackshot   0.0  00:00.05 0      0   0      0B     0B     0B     4483  1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
4300   MTLCompilerServi 0.0  00:00.05 0      0   0      0B     0B     0B     4300  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
4298   QuickLookUIServi 0.0  00:01.12 0      0   0      0B     0B     0B     4298  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
4297   com.apple.appkit 0.0  00:02.58 0      0   0      0B     0B     0B     4297  1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
4123   MessagesBlastDoo 0.0  00:01.57 0      0   0      0B     0B     0B     4123  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
4064   MTLCompilerServi 0.0  00:00.15 0      0   0      0B     0B     0B     4064  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
4055   MTLCompilerServi 0.0  00:00.25 0      0   0      0B     0B     0B     4055  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3992   MobileSMSSpotlig 0.0  00:06.53 0      0   0      0B     0B     0B     3992  1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3957   iconservicesagen 0.0  00:03.89 0      0   0      0B     0B     0B     3957  1     sleeping  0[0]       0.00000 0.00000    0   0        0       0         0         0         0         0          0       0     0.0   0         0          root               N/A    N/A   N/A   N/A   N/A   N/A  
3893   VTDecoderXPCServ 0.0  00:00.09 0      0   0      0B     0B     0B     3893  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3892   IMTranscoderAgen 0.0  00:00.57 0      0   0      0B     0B     0B     3892  1     sleeping *0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
3849   maild            0.0  00:01.61 0      0   0      0B     0B     0B     3849  1     sleeping  0[0]       0.00000 0.00000    501 0        0       0         0         0         0         0          0       0     0.0   0         0          shodan             N/A    N/A   N/A   N/A   N/A   N/A  
